job_key,dataset,texture_type,model,method,sigma_screen,sigma_deg,radius_sigma_mult,timing_contract,delay_seconds,frame_offset,fixation_data_tag,release_tag,repo_commit,CC,SIM,KLD,NSS,AUC_Judd,Spearman,MSE,gaze_start_frame,placement_start_frame,turn_frames_used,report_path,stdout_log_path,status,error_type,error_message,elapsed_sec
3dva:bunny:cone:cone_d0p5_r4p0,3dva,,bunny,cone,,0.5,4.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p5_r4p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 0.5 --radius-sigma-mult 4.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p5_r4p0 --tag sigma_sweep_cone_d0p5_r4p0,
3dva:bunny:cone:cone_d0p75_r2p0,3dva,,bunny,cone,,0.75,2.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p75_r2p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 0.75 --radius-sigma-mult 2.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p75_r2p0 --tag sigma_sweep_cone_d0p75_r2p0,
3dva:bunny:cone:cone_d0p75_r3p0,3dva,,bunny,cone,,0.75,3.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p75_r3p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 0.75 --radius-sigma-mult 3.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p75_r3p0 --tag sigma_sweep_cone_d0p75_r3p0,
3dva:bunny:cone:cone_d0p75_r4p0,3dva,,bunny,cone,,0.75,4.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p75_r4p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 0.75 --radius-sigma-mult 4.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d0p75_r4p0 --tag sigma_sweep_cone_d0p75_r4p0,
3dva:bunny:cone:cone_d1p0_r2p0,3dva,,bunny,cone,,1.0,2.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p0_r2p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 1.0 --radius-sigma-mult 2.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p0_r2p0 --tag sigma_sweep_cone_d1p0_r2p0,
3dva:bunny:cone:cone_d1p0_r3p0,3dva,,bunny,cone,,1.0,3.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p0_r3p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 1.0 --radius-sigma-mult 3.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p0_r3p0 --tag sigma_sweep_cone_d1p0_r3p0,
3dva:bunny:cone:cone_d1p0_r4p0,3dva,,bunny,cone,,1.0,4.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p0_r4p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 1.0 --radius-sigma-mult 4.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p0_r4p0 --tag sigma_sweep_cone_d1p0_r4p0,
3dva:bunny:cone:cone_d1p5_r2p0,3dva,,bunny,cone,,1.5,2.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p5_r2p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 1.5 --radius-sigma-mult 2.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p5_r2p0 --tag sigma_sweep_cone_d1p5_r2p0,
3dva:bunny:cone:cone_d1p5_r3p0,3dva,,bunny,cone,,1.5,3.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p5_r3p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 1.5 --radius-sigma-mult 3.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p5_r3p0 --tag sigma_sweep_cone_d1p5_r3p0,
3dva:bunny:cone:cone_d1p5_r4p0,3dva,,bunny,cone,,1.5,4.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p5_r4p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 1.5 --radius-sigma-mult 4.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d1p5_r4p0 --tag sigma_sweep_cone_d1p5_r4p0,
3dva:bunny:cone:cone_d2p0_r2p0,3dva,,bunny,cone,,2.0,2.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d2p0_r2p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 2.0 --radius-sigma-mult 2.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d2p0_r2p0 --tag sigma_sweep_cone_d2p0_r2p0,
3dva:bunny:cone:cone_d2p0_r3p0,3dva,,bunny,cone,,2.0,3.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d2p0_r3p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 2.0 --radius-sigma-mult 3.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d2p0_r3p0 --tag sigma_sweep_cone_d2p0_r3p0,
3dva:bunny:cone:cone_d2p0_r4p0,3dva,,bunny,cone,,2.0,4.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d2p0_r4p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 2.0 --radius-sigma-mult 4.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d2p0_r4p0 --tag sigma_sweep_cone_d2p0_r4p0,
3dva:bunny:cone:cone_d3p0_r2p0,3dva,,bunny,cone,,3.0,2.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d3p0_r2p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 3.0 --radius-sigma-mult 2.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d3p0_r2p0 --tag sigma_sweep_cone_d3p0_r2p0,
3dva:bunny:cone:cone_d3p0_r3p0,3dva,,bunny,cone,,3.0,3.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d3p0_r3p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 3.0 --radius-sigma-mult 3.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d3p0_r3p0 --tag sigma_sweep_cone_d3p0_r3p0,
3dva:bunny:cone:cone_d3p0_r4p0,3dva,,bunny,cone,,3.0,4.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d3p0_r4p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 3.0 --radius-sigma-mult 4.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d3p0_r4p0 --tag sigma_sweep_cone_d3p0_r4p0,
3dva:bunny:cone:cone_d4p0_r2p0,3dva,,bunny,cone,,4.0,2.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d4p0_r2p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 4.0 --radius-sigma-mult 2.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d4p0_r2p0 --tag sigma_sweep_cone_d4p0_r2p0,
3dva:bunny:cone:cone_d4p0_r3p0,3dva,,bunny,cone,,4.0,3.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d4p0_r3p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 4.0 --radius-sigma-mult 3.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d4p0_r3p0 --tag sigma_sweep_cone_d4p0_r3p0,
3dva:bunny:cone:cone_d4p0_r4p0,3dva,,bunny,cone,,4.0,4.0,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d4p0_r4p0/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/cone_projection_on_mesh/eval_3dva_cone_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-deg 4.0 --radius-sigma-mult 4.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/cone_cone_d4p0_r4p0 --tag sigma_sweep_cone_d4p0_r4p0,
3dva:bunny:screen_space:ss_s0p006,3dva,,bunny,screen_space,0.006,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p006/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 11.52 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p006 --tag sigma_sweep_ss_s0p006,
3dva:bunny:screen_space:ss_s0p008,3dva,,bunny,screen_space,0.008,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p008/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 15.36 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p008 --tag sigma_sweep_ss_s0p008,
3dva:bunny:screen_space:ss_s0p01,3dva,,bunny,screen_space,0.01,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p01/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 19.2 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p01 --tag sigma_sweep_ss_s0p01,
3dva:bunny:screen_space:ss_s0p014,3dva,,bunny,screen_space,0.014,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p014/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 26.88 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p014 --tag sigma_sweep_ss_s0p014,
3dva:bunny:screen_space:ss_s0p02,3dva,,bunny,screen_space,0.02,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p02/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 38.4 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p02 --tag sigma_sweep_ss_s0p02,
3dva:bunny:screen_space:ss_s0p025,3dva,,bunny,screen_space,0.025,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p025/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 48.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p025 --tag sigma_sweep_ss_s0p025,
3dva:bunny:screen_space:ss_s0p035,3dva,,bunny,screen_space,0.035,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p035/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 67.2 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p035 --tag sigma_sweep_ss_s0p035,
3dva:bunny:screen_space:ss_s0p05,3dva,,bunny,screen_space,0.05,,,one_turn_from_start,0.0,0,processed_fixations_offset0_full_cleaned,v2.0-data-rc3,,,,,,,,,,,,,/Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p05/stdout.log,ok,dry_run,/opt/homebrew/opt/python@3.14/bin/python3.14 /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/reprojection_methods/screen_space_gaussian/eval_3dva_screen_space_combined.py --models bunny --timing-contract one_turn_from_start --delay-seconds 0.0 --frame-offset 0 --sigma-px 96.0 --output-dir /Users/admin/Documents/LAB/SALIENCY_code/#meshes_2.0/GITHUB/Mesh-Saliency-Projection/results/sigma_sweep_rc3/per_task/3dva/bunny/screen_space_ss_s0p05 --tag sigma_sweep_ss_s0p05,
